groupId,vComplexity,dComplexity,crComplexity,sComplexity,insNumber,cloneClass,fuseE
55.0,0.2857142857142857,0.2857142857142857,0.0,0.3375188516587831,2.0,2.0,0.2272368557718386
56.0,0.42857142857142844,0.35539024319633455,0.17742088817837262,0.0,13.0,3.0,0.2403456399865339
57.0,0.2857142857142857,0.0,0.0,0.0,2.0,2.0,0.07142857142857142
58.0,0.2857142857142857,0.0,0.0,0.0,2.0,2.0,0.07142857142857142
59.0,0.42857142857142844,0.42857142857142844,0.0,0.0,10.0,3.0,0.21428571428571422
60.0,0.2857142857142857,0.0,0.0,0.0,2.0,2.0,0.07142857142857142
62.0,0.42857142857142855,0.42857142857142855,0.0,0.0,4.0,3.0,0.21428571428571427
63.0,0.42857142857142855,0.39355535745192405,0.16949506675873854,0.0,3.0,3.0,0.24790546319552276
64.0,0.42857142857142855,0.42857142857142855,0.0,0.858672711073255,2.0,3.0,0.428953892054028
65.0,0.2857142857142857,0.2857142857142857,0.0,0.2407504834565765,2.0,2.0,0.20304476372128696
66.0,0.2857142857142857,0.2857142857142857,0.0,0.0,2.0,2.0,0.14285714285714285
67.0,0.2857142857142857,0.2857142857142857,0.0,0.0,2.0,2.0,0.14285714285714285
68.0,0.42857142857142855,0.42857142857142855,0.0,0.0,3.0,3.0,0.21428571428571427
69.0,0.2857142857142857,0.2857142857142857,0.0,0.0,2.0,2.0,0.14285714285714285
70.0,0.42857142857142855,0.0,0.0,0.2862631380745629,3.0,3.0,0.17870864166149786
71.0,0.2857142857142857,0.0,0.0,0.0,2.0,2.0,0.07142857142857142
72.0,0.42857142857142866,0.42857142857142866,0.0,0.0,7.0,3.0,0.21428571428571433
73.0,0.42857142857142855,0.0,0.0,0.0,3.0,3.0,0.10714285714285714
74.0,0.42857142857142855,0.39355535745192405,0.16949506675873854,0.0,3.0,3.0,0.24790546319552276
75.0,0.42857142857142855,0.42857142857142855,0.0,0.0,3.0,3.0,0.21428571428571427
76.0,0.42857142857142855,0.42857142857142855,0.0,0.8699155297736259,2.0,3.0,0.4317645967291207
77.0,0.42857142857142855,0.42857142857142855,0.0,0.0,4.0,3.0,0.21428571428571427
78.0,0.42857142857142855,0.3476906247681998,0.18457566774573986,0.0,4.0,3.0,0.24020943027134203
79.0,0.42857142857142855,0.42857142857142855,0.0,0.950068597536621,2.0,3.0,0.45180286366986955
80.0,0.42857142857142855,0.39355535745192405,0.16949506675873854,0.0,3.0,3.0,0.24790546319552276
81.0,0.2857142857142857,0.0,0.0,0.1876840927049946,2.0,2.0,0.11834959460482007
82.0,0.42857142857142855,0.42857142857142855,0.0,0.0,4.0,3.0,0.21428571428571427
83.0,0.42857142857142855,0.3841031250772666,0.13325036017824474,0.5152734452350943,6.0,3.0,0.3652995897655086
84.0,0.2857142857142857,0.0,0.0,0.0,2.0,2.0,0.07142857142857142
86.0,0.42857142857142855,0.42857142857142855,0.0,0.0,3.0,3.0,0.21428571428571427
89.0,0.42857142857142855,0.42857142857142855,0.0,0.3970120577425187,3.0,3.0,0.3135387287213439
90.0,0.2857142857142857,0.0,0.0,0.118095069623441,2.0,2.0,0.10095233883443168
91.0,0.42857142857142855,0.42857142857142855,0.0,0.0,3.0,3.0,0.21428571428571427
92.0,0.2857142857142857,0.2857142857142857,0.0,0.0,2.0,2.0,0.14285714285714285
93.0,0.2857142857142857,0.2857142857142857,0.0,0.410118486306518,2.0,2.0,0.24538676443377233
94.0,0.42857142857142855,0.42857142857142855,0.0,0.5618376711211266,6.0,3.0,0.3547451320659959
